Exo_type_id,Exo_type,Exo_objective,Exo_focus,Exo_id,Source_format,Target_format,Source_sentence_id,Source_word_id,Source_lang,Target_lang,Full_sentence,Instruction,Sentence_w_blank,Right_answer,Dist_1,Dist_2,Dist_3,Explanation,Difficulty,Remediation
10,Flashcards,Learning vocabulary,,437,text,text,,451.0,French,Hindi,खरीददार,,,Acheteur,,,,,C1,
10,Flashcards,Learning vocabulary,,438,text,text,,452.0,French,Hindi,ग्राहक,,,Client,,,,,C1,
10,Flashcards,Learning vocabulary,,439,text,text,,453.0,French,Hindi,वस्तु / चीज़,,,Produit,,,,,C1,
10,Flashcards,Learning vocabulary,,440,text,text,,454.0,French,Hindi,छूट,,,Rabais,,,,,C1,
10,Flashcards,Learning vocabulary,,441,text,text,,455.0,French,Hindi,सेल,,,Soldes,,,,,C1,
10,Flashcards,Learning vocabulary,,442,text,text,,456.0,French,Hindi,बीझिनेस / धंधे / व्यवसाय,,,Commerce,,,,,B2,
10,Flashcards,Learning vocabulary,,443,text,text,,457.0,French,Hindi,फेअर ट्रेड,,,Commerce équitable,,,,,C1,
10,Flashcards,Learning vocabulary,,444,text,text,,458.0,French,Hindi,खुदरा बिक्री,,,Au détail,,,,,C1,
10,Flashcards,Learning vocabulary,,445,text,text,,459.0,French,Hindi,करारनामा,,,Accord,,,,,B1,
10,Flashcards,Learning vocabulary,,446,text,text,,460.0,French,Hindi,वार्तालाप,,,Négociation,,,,,A2,
10,Flashcards,Learning vocabulary,,447,text,text,,461.0,French,Hindi,शेड्यूल,,,Agenda,,,,,B2,
10,Flashcards,Learning vocabulary,,448,text,text,,462.0,French,Hindi,ग़ैरहाजरी,,,Absence,,,,,C1,
10,Flashcards,Learning vocabulary,,449,text,text,,463.0,French,Hindi,हाजरी,,,Présence,,,,,C1,
10,Flashcards,Learning vocabulary,,450,text,text,,464.0,French,Hindi,व्याख्यान / भाषण,,,Conférence,,,,,B2,
10,Flashcards,Learning vocabulary,,451,text,text,,465.0,French,Hindi,निर्धारित अंतिम तिथि / डेडलाइन,,,Date limite,,,,,C1,
10,Flashcards,Learning vocabulary,,452,text,text,,466.0,French,Hindi,लक्ष्य,,,Objectif,,,,,B2,
10,Flashcards,Learning vocabulary,,453,text,text,,467.0,French,Hindi,प्रस्ताव,,,Proposition,,,,,B2,
10,Flashcards,Learning vocabulary,,454,text,text,,468.0,French,Hindi,सर्वसहेमतिसे,,,Unanime,,,,,C1,
10,Flashcards,Learning vocabulary,,455,text,text,,469.0,French,Hindi,लाभ,,,Bénéfice,,,,,C1,
10,Flashcards,Learning vocabulary,,456,text,text,,470.0,French,Hindi,विग्यापन,,,Publicité,,,,,B2,
10,Flashcards,Learning vocabulary,,457,text,text,,471.0,French,Hindi,विग्यापनका नारा,,,Slogan publicitaire,,,,,B1,
10,Flashcards,Learning vocabulary,,458,text,text,,472.0,French,Hindi,उधार पैसे लेना,,,Emprunt,,,,,A1,
10,Flashcards,Learning vocabulary,,459,text,text,,473.0,French,Hindi,कर्ज़,,,Dette,,,,,B1,
10,Flashcards,Learning vocabulary,,460,text,text,,474.0,French,Hindi,सट्टा लगाना,,,Spéculation,,,,,B2,
10,Flashcards,Learning vocabulary,,461,text,text,,475.0,French,Hindi,कर्ज़,,,Prêt,,,,,B1,
10,Flashcards,Learning vocabulary,,462,text,text,,476.0,French,Hindi,हियरिंग,,,Audience,,,,,C1,
10,Flashcards,Learning vocabulary,,463,text,text,,477.0,French,Hindi,इंटर्न / प्रशिक्षणारथी,,,Stagiaire,,,,,A1,
10,Flashcards,Learning vocabulary,,464,text,text,,478.0,French,Hindi,. लेखाजोखा / हिसाबकिताब,,,Comptable,,,,,B2,
10,Flashcards,Learning vocabulary,,465,text,text,,479.0,French,Hindi,महेंगाई,,,Inflation,,,,,B1,
10,Flashcards,Learning vocabulary,,466,text,text,,480.0,French,Hindi,दर,,,Taux directeur,,,,,C1,
10,Flashcards,Learning vocabulary,,467,text,text,,481.0,French,Hindi,रास्ता,,,Rue,,,,,C1,
10,Flashcards,Learning vocabulary,,468,text,text,,482.0,French,Hindi,गली,,,Ruelle,,,,,C1,
10,Flashcards,Learning vocabulary,,469,text,text,,483.0,French,Hindi,चौड़ी सड़क,,,Avenue,,,,,C1,
10,Flashcards,Learning vocabulary,,470,text,text,,484.0,French,Hindi,ट्रेफीक सिग्नल / ट्रेफीक लाइट,,,Feu tricolore,,,,,C1,
10,Flashcards,Learning vocabulary,,471,text,text,,485.0,French,Hindi,साइडवॉक,,,Trottoir,,,,,C1,
10,Flashcards,Learning vocabulary,,472,text,text,,486.0,French,Hindi,झेब्रा क्रॉसिंग / पेडीस्ट्रीयन क्रॉसिंग,,,Passage piéton,,,,,B2,
10,Flashcards,Learning vocabulary,,473,text,text,,487.0,French,Hindi,ट्रेफीक जाम,,,Embouteillage,,,,,C1,
10,Flashcards,Learning vocabulary,,474,text,text,,488.0,French,Hindi,ट्रेफीक,,,Trafic,,,,,C1,
10,Flashcards,Learning vocabulary,,475,text,text,,489.0,French,Hindi,बिल्डिंग,,,Immeuble,,,,,B2,
10,Flashcards,Learning vocabulary,,476,text,text,,490.0,French,Hindi,रेस्तरॉं / भोजनालय,,,Restaurant,,,,,C1,
10,Flashcards,Learning vocabulary,,477,text,text,,491.0,French,Hindi,दुकान,,,Boutique,,,,,A2,
10,Flashcards,Learning vocabulary,,478,text,text,,492.0,French,Hindi,स्युअरएज,,,égoûts,,,,,B2,
10,Flashcards,Learning vocabulary,,479,text,text,,493.0,French,Hindi,किताबोंकी दुकान,,,Librairie,,,,,B1,
10,Flashcards,Learning vocabulary,,480,text,text,,494.0,French,Hindi,बेकरी,,,Boulangerie,,,,,B2,
10,Flashcards,Learning vocabulary,,481,text,text,,495.0,French,Hindi,कसाईकी दुकान,,,Boucherie,,,,,B2,
10,Flashcards,Learning vocabulary,,482,text,text,,496.0,French,Hindi,दवाईकी दुकान,,,Pharmacie,,,,,A2,
10,Flashcards,Learning vocabulary,,483,text,text,,497.0,French,Hindi,बॅंकका,,,Banque,,,,,B2,
10,Flashcards,Learning vocabulary,,484,text,text,,498.0,French,Hindi,अस्पताल,,,Hôpital,,,,,C1,
10,Flashcards,Learning vocabulary,,485,text,text,,499.0,French,Hindi,किरानेकी दुकान,,,épicerie,,,,,A2,
10,Flashcards,Learning vocabulary,,486,text,text,,500.0,French,Hindi,बाजार,,,Marché,,,,,B2,
10,Flashcards,Learning vocabulary,,487,text,text,,501.0,French,Hindi,सूपरमार्केट,,,Supermarché,,,,,C1,
10,Flashcards,Learning vocabulary,,488,text,text,,502.0,French,Hindi,चौराहा,,,Carrefour,,,,,C1,
10,Flashcards,Learning vocabulary,,489,text,text,,503.0,French,Hindi,रेल्वेस्टेशन,,,Gare ferroviaire,,,,,A2,
10,Flashcards,Learning vocabulary,,490,text,text,,504.0,French,Hindi,बसस्टॅंड,,,Gare routière,,,,,C1,
10,Flashcards,Learning vocabulary,,491,text,text,,505.0,French,Hindi,हवाईअड्डा,,,Aéroport,,,,,C1,
10,Flashcards,Learning vocabulary,,492,text,text,,506.0,French,Hindi,हवाईअड्डा,,,Aérodrome,,,,,C1,
10,Flashcards,Learning vocabulary,,493,text,text,,507.0,French,Hindi,बंदर,,,Port,,,,,C1,
10,Flashcards,Learning vocabulary,,494,text,text,,508.0,French,Hindi,पोलिसस्टेशन,,,Commissariat,,,,,C1,
10,Flashcards,Learning vocabulary,,495,text,text,,509.0,French,Hindi,बराक,,,Caserne,,,,,C1,
10,Flashcards,Learning vocabulary,,496,text,text,,510.0,French,Hindi,अग्निशामकदल विभाग,,,Pompiers,,,,,A1,
10,Flashcards,Learning vocabulary,,497,text,text,,511.0,French,Hindi,गिरजाघर,,,Eglise,,,,,B2,
10,Flashcards,Learning vocabulary,,498,text,text,,512.0,French,Hindi,मंदिर,,,Temple,,,,,B1,
10,Flashcards,Learning vocabulary,,499,text,text,,513.0,French,Hindi,मस्जिद,,,Mosquée,,,,,B1,
10,Flashcards,Learning vocabulary,,500,text,text,,514.0,French,Hindi,एम्बसी,,,Ambassade,,,,,B2,
10,Flashcards,Learning vocabulary,,501,text,text,,515.0,French,Hindi,कौंसुलेट,,,Consulat,,,,,C1,
10,Flashcards,Learning vocabulary,,502,text,text,,516.0,French,Hindi,पोस्टऑफीस,,,Poste,,,,,C1,
10,Flashcards,Learning vocabulary,,503,text,text,,517.0,French,Hindi,पाठशाला / स्कूल,,,Ecole,,,,,C1,
10,Flashcards,Learning vocabulary,,504,text,text,,518.0,French,Hindi,हाईस्कूल,,,Lycée,,,,,C1,
10,Flashcards,Learning vocabulary,,505,text,text,,519.0,French,Hindi,यूनिवर्सिटी,,,Université,,,,,B2,
10,Flashcards,Learning vocabulary,,506,text,text,,520.0,French,Hindi,नाइटक्लब,,,Boîte de nuit,,,,,A1,
10,Flashcards,Learning vocabulary,,507,text,text,,521.0,French,Hindi,म्युझियम,,,Musée,,,,,B2,
10,Flashcards,Learning vocabulary,,508,text,text,,522.0,French,Hindi,पता,,,Adresse,,,,,C1,
10,Flashcards,Learning vocabulary,,509,text,text,,525.0,French,Hindi,अपार्टमेंट,,,Appartement,,,,,C1,
10,Flashcards,Learning vocabulary,,510,text,text,,526.0,French,Hindi,सिमेट्री,,,Cimetière,,,,,C1,
10,Flashcards,Learning vocabulary,,511,text,text,,527.0,French,Hindi,सिनेमा,,,Cinéma,,,,,A1,
10,Flashcards,Learning vocabulary,,512,text,text,,528.0,French,Hindi,नाटक,,,Théâtre,,,,,A1,
10,Flashcards,Learning vocabulary,,513,text,text,,529.0,French,Hindi,ठेला,,,Kiosque,,,,,C1,
10,Flashcards,Learning vocabulary,,514,text,text,,530.0,French,Hindi,छोटे रेस्टोरॉ / क्याफे,,,Café,,,,,B2,
10,Flashcards,Learning vocabulary,,515,text,text,,531.0,French,Hindi,नाली / गटर,,,Caniveau,,,,,C1,
10,Flashcards,Learning vocabulary,,516,text,text,,532.0,French,Hindi,बाड़ा / घेरा,,,Barrière,,,,,B2,
10,Flashcards,Learning vocabulary,,517,text,text,,533.0,French,Hindi,नुक्कड़,,,Angle,,,,,A1,
10,Flashcards,Learning vocabulary,,518,text,text,,534.0,French,Hindi,स्थान,,,Chantier,,,,,A1,
10,Flashcards,Learning vocabulary,,519,text,text,,535.0,French,Hindi,निर्माणकार्य,,,Travaux,,,,,B2,
10,Flashcards,Learning vocabulary,,520,text,text,,536.0,French,Hindi,रास्ता,,,Route,,,,,C1,
10,Flashcards,Learning vocabulary,,521,text,text,,537.0,French,Hindi,आग,,,Incendie,,,,,C1,
10,Flashcards,Learning vocabulary,,522,text,text,,538.0,French,Hindi,तालाब / पुल,,,Piscine,,,,,B2,
10,Flashcards,Learning vocabulary,,523,text,text,,539.0,French,Hindi,जिमन्याशियम / व्यायामशाला,,,Gymnase,,,,,B2,
10,Flashcards,Learning vocabulary,,524,text,text,,540.0,French,Hindi,स्टेडियम,,,Stade,,,,,C1,
10,Flashcards,Learning vocabulary,,525,text,text,,541.0,French,Hindi,पार्क,,,Parc,,,,,C1,
10,Flashcards,Learning vocabulary,,526,text,text,,542.0,French,Hindi,लॉन,,,Pelouse,,,,,A1,
10,Flashcards,Learning vocabulary,,527,text,text,,543.0,French,Hindi,कारखाना,,,Usine,,,,,B2,
10,Flashcards,Learning vocabulary,,528,text,text,,544.0,French,Hindi,वेस्ट मॅनेजमेंट व्यवस्था,,,Déchetterie,,,,,B2,
10,Flashcards,Learning vocabulary,,529,text,text,,545.0,French,Hindi,आवाज़,,,Bruit,,,,,C1,
10,Flashcards,Learning vocabulary,,530,text,text,,546.0,French,Hindi,पॉवर प्लांट,,,Centrale électrique,,,,,C1,
10,Flashcards,Learning vocabulary,,531,text,text,,547.0,French,Hindi,केश-प्रसाधन-केन्द्र / हेयरड्रेसर,,,Coiffeur,,,,,C1,
10,Flashcards,Learning vocabulary,,532,text,text,,548.0,French,Hindi,ब्युटीपार्लर,,,Salon de beauté,,,,,B2,
10,Flashcards,Learning vocabulary,,533,text,text,,549.0,French,Hindi,मेनिक्युअर,,,Manucure,,,,,B2,
10,Flashcards,Learning vocabulary,,534,text,text,,550.0,French,Hindi,पेडीक्युअर,,,Pédicure,,,,,B2,
10,Flashcards,Learning vocabulary,,535,text,text,,551.0,French,Hindi,फ्लोअरलॅंप,,,Lampadaire,,,,,C1,
10,Flashcards,Learning vocabulary,,536,text,text,,552.0,French,Hindi,नर्सरी,,,Crèche,,,,,C1,
10,Flashcards,Learning vocabulary,,537,text,text,,553.0,French,Hindi,जुलूस,,,Manifestation,,,,,C1,
10,Flashcards,Learning vocabulary,,538,text,text,,554.0,French,Hindi,लाईब्ररी / पुस्तकालय,,,Bibliothèque,,,,,B2,
10,Flashcards,Learning vocabulary,,539,text,text,,555.0,French,Hindi,दिशानिर्देशक निशान या फलक,,,Panneau,,,,,C1,
10,Flashcards,Learning vocabulary,,540,text,text,,556.0,French,Hindi,विग्यापनोंके तखतोंसे,,,Panneau publicitaire,,,,,B2,
10,Flashcards,Learning vocabulary,,541,text,text,,557.0,French,Hindi,भवनसदनमे / टॉवरमे,,,Tour,,,,,C1,
10,Flashcards,Learning vocabulary,,542,text,text,,558.0,French,Hindi,अडोसपड़ोस / मोहोल्ला,,,Quartier,,,,,C1,
10,Flashcards,Learning vocabulary,,543,text,text,,559.0,French,Hindi,हाइवे,,,Autoroute,,,,,C1,
10,Flashcards,Learning vocabulary,,544,text,text,,560.0,French,Hindi,स्पीडब्रेकर,,,Ralentisseur,,,,,B1,
10,Flashcards,Learning vocabulary,,545,text,text,,561.0,French,Hindi,किला,,,Château,,,,,C1,
10,Flashcards,Learning vocabulary,,546,text,text,,562.0,French,Hindi,पुल,,,Pont,,,,,C1,
10,Flashcards,Learning vocabulary,,547,text,text,,563.0,French,Hindi,बसस्टॉप,,,Arrêt de bus,,,,,C1,
10,Flashcards,Learning vocabulary,,548,text,text,,564.0,French,Hindi,सर्कस,,,Cirque,,,,,C1,
10,Flashcards,Learning vocabulary,,549,text,text,,565.0,French,Hindi,फव्वारा,,,Fontaine,,,,,A2,
10,Flashcards,Learning vocabulary,,550,text,text,,566.0,French,Hindi,पुतला,,,Statue,,,,,C1,
10,Flashcards,Learning vocabulary,,551,text,text,,567.0,French,Hindi,स्मृति स्मारक,,,Monument,,,,,C1,
10,Flashcards,Learning vocabulary,,552,text,text,,568.0,French,Hindi,उपनगर,,,Banlieue,,,,,C1,
10,Flashcards,Learning vocabulary,,553,text,text,,569.0,French,Hindi,डामर,,,Goudron,,,,,C1,
10,Flashcards,Learning vocabulary,,554,text,text,,570.0,French,Hindi,सुरंग,,,Tunnel,,,,,C1,
10,Flashcards,Learning vocabulary,,555,text,text,,571.0,French,Hindi,चिड़ियाघर,,,Zoo,,,,,B2,
10,Flashcards,Learning vocabulary,,556,text,text,,572.0,French,Hindi,चक्की,,,Moulin,,,,,C1,
10,Flashcards,Learning vocabulary,,557,text,text,,573.0,French,Hindi,माल,,,Galerie commerciale,,,,,C1,
10,Flashcards,Learning vocabulary,,558,text,text,,574.0,French,Hindi,पेस्ट्री,,,Pâtisserie,,,,,C1,
10,Flashcards,Learning vocabulary,,559,text,text,,576.0,French,Hindi,जूतोंकी दुकान,,,Magasin de chaussures,,,,,A2,
10,Flashcards,Learning vocabulary,,560,text,text,,577.0,French,Hindi,सब्जियोंऔर फलोंकी दुकान,,,Magasin de légumes,,,,,B2,
10,Flashcards,Learning vocabulary,,561,text,text,,578.0,French,Hindi,फलोंकी दुकान,,,Magasin de fruits,,,,,B2,
10,Flashcards,Learning vocabulary,,562,text,text,,579.0,French,Hindi,एम्पलॉयमेंट एजंसी,,,Agence d'emploi,,,,,C1,
10,Flashcards,Learning vocabulary,,563,text,text,,580.0,French,Hindi,गटर / नाली,,,Gouttière,,,,,C1,
10,Flashcards,Learning vocabulary,,564,text,text,,581.0,French,Hindi,टू वे,,,Double sens,,,,,A2,
10,Flashcards,Learning vocabulary,,565,text,text,,582.0,French,Hindi,वन वे,,,Sens unique,,,,,B2,
10,Flashcards,Learning vocabulary,,566,text,text,,583.0,French,Hindi,गड्ढा,,,Trou,,,,,C1,
10,Flashcards,Learning vocabulary,,567,text,text,,584.0,French,Hindi,गड्ढे,,,Nid de poule,,,,,C1,
10,Flashcards,Learning vocabulary,,568,text,text,,585.0,French,Hindi,किनारा,,,Bord,,,,,A1,
10,Flashcards,Learning vocabulary,,569,text,text,,587.0,French,Hindi,लिफ्ट,,,Ascenseur,,,,,C1,
10,Flashcards,Learning vocabulary,,570,text,text,,588.0,French,Hindi,खुली / खुला,,,Ouvert,,,,,B2,
10,Flashcards,Learning vocabulary,,571,text,text,,589.0,French,Hindi,बंद,,,Fermé,,,,,B2,
10,Flashcards,Learning vocabulary,,572,text,text,,590.0,French,Hindi,दस्ताने,,,Gants,,,,,B2,
10,Flashcards,Learning vocabulary,,573,text,text,,591.0,French,Hindi,टोपी / हुड,,,Capuche,,,,,C1,
10,Flashcards,Learning vocabulary,,574,text,text,,592.0,French,Hindi,गहने,,,Bijoux,,,,,C1,
10,Flashcards,Learning vocabulary,,575,text,text,,593.0,French,Hindi,बिचमे छेदवाली गोल वस्तु,,,Anneau,,,,,B2,
10,Flashcards,Learning vocabulary,,576,text,text,,594.0,French,Hindi,कानकी बालियां,,,Boucles d'oreille,,,,,B2,
10,Flashcards,Learning vocabulary,,577,text,text,,595.0,French,Hindi,ब्रेसलेट,,,Bracelet,,,,,B2,
10,Flashcards,Learning vocabulary,,578,text,text,,596.0,French,Hindi,गलेका हार / नेकलेस,,,Collier,,,,,C1,
10,Flashcards,Learning vocabulary,,579,text,text,,597.0,French,Hindi,परफ्यूम,,,Parfum,,,,,B2,
10,Flashcards,Learning vocabulary,,580,text,text,,598.0,French,Hindi,नेलपॉलिश,,,Vernis à ongles,,,,,A1,
10,Flashcards,Learning vocabulary,,581,text,text,,599.0,French,Hindi,मस्कारा,,,Mascara,,,,,C1,
10,Flashcards,Learning vocabulary,,582,text,text,,600.0,French,Hindi,कोट,,,Manteau,,,,,C1,
10,Flashcards,Learning vocabulary,,583,text,text,,601.0,French,Hindi,जाकेट,,,Veste,,,,,C1,
10,Flashcards,Learning vocabulary,,584,text,text,,602.0,French,Hindi,पॅंट,,,Pantalon,,,,,C1,
10,Flashcards,Learning vocabulary,,585,text,text,,603.0,French,Hindi,पॅंटीज,,,Culotte,,,,,C1,
10,Flashcards,Learning vocabulary,,586,text,text,,604.0,French,Hindi,मोजे,,,Chaussettes,,,,,C1,
10,Flashcards,Learning vocabulary,,587,text,text,,606.0,French,Hindi,टीशर्ट,,,T-shirt,,,,,C1,
10,Flashcards,Learning vocabulary,,588,text,text,,607.0,French,Hindi,जूते,,,Chaussures,,,,,C1,
10,Flashcards,Learning vocabulary,,589,text,text,,608.0,French,Hindi,बूट,,,Bottes,,,,,B2,
10,Flashcards,Learning vocabulary,,590,text,text,,609.0,French,Hindi,कपड़े धोनेका साबुन,,,Lessive,,,,,B1,
10,Flashcards,Learning vocabulary,,591,text,text,,610.0,French,Hindi,कपड़े धोना,,,Faire une lessive,,,,,A1,
10,Flashcards,Learning vocabulary,,592,text,text,,611.0,French,Hindi,वॉशिंग मशीन,,,Machine à laver,,,,,A1,
10,Flashcards,Learning vocabulary,,593,text,text,,612.0,French,Hindi,कपड़े सूखाने डालना,,,étendre le linge,,,,,B1,
10,Flashcards,Learning vocabulary,,594,text,text,,613.0,French,Hindi,लॉंड्री / धुलाईघर,,,Blanchisserie,,,,,C1,
10,Flashcards,Learning vocabulary,,595,text,text,,615.0,French,Hindi,उन,,,Laine,,,,,C1,
10,Flashcards,Learning vocabulary,,596,text,text,,616.0,French,Hindi,सूती,,,Coton,,,,,C1,
10,Flashcards,Learning vocabulary,,597,text,text,,617.0,French,Hindi,हॅंडबॅग,,,Sac à main,,,,,C1,
10,Flashcards,Learning vocabulary,,598,text,text,,618.0,French,Hindi,टोपी,,,Chapeau,,,,,C1,
10,Flashcards,Learning vocabulary,,599,text,text,,619.0,French,Hindi,धूपका चश्मा / काला चश्मा,,,Lunettes de soleil,,,,,C1,
10,Flashcards,Learning vocabulary,,600,text,text,,620.0,French,Hindi,चश्मा,,,Lunettes,,,,,C1,
10,Flashcards,Learning vocabulary,,601,text,text,,621.0,French,Hindi,कॉंटॅक्ट लेंसेस,,,Lentilles,,,,,C1,
10,Flashcards,Learning vocabulary,,602,text,text,,622.0,French,Hindi,छाता,,,Parapluie,,,,,C1,
10,Flashcards,Learning vocabulary,,603,text,text,,623.0,French,Hindi,वाटरप्रूफ़,,,Imperméable,,,,,A2,
10,Flashcards,Learning vocabulary,,604,text,text,,624.0,French,Hindi,लिपस्टिक,,,Rouge à lèvres,,,,,C1,
10,Flashcards,Learning vocabulary,,605,text,text,,625.0,French,Hindi,मेकअप,,,Maquillage,,,,,C1,
10,Flashcards,Learning vocabulary,,606,text,text,,626.0,French,Hindi,पोषाख / ड्रेस,,,Robe,,,,,B2,
10,Flashcards,Learning vocabulary,,607,text,text,,627.0,French,Hindi,स्कर्ट,,,Jupe,,,,,B1,
10,Flashcards,Learning vocabulary,,608,text,text,,628.0,French,Hindi,जींस,,,Jeans,,,,,C1,
10,Flashcards,Learning vocabulary,,609,text,text,,629.0,French,Hindi,जानघियाँ / अंडरपॅंट्स,,,Caleçon,,,,,B2,
10,Flashcards,Learning vocabulary,,610,text,text,,630.0,French,Hindi,सूट,,,Costume,,,,,C1,
10,Flashcards,Learning vocabulary,,611,text,text,,631.0,French,Hindi,टोपी / कॅप,,,Casquette,,,,,C1,
10,Flashcards,Learning vocabulary,,612,text,text,,632.0,French,Hindi,बाथरोब,,,Peignoir,,,,,B2,
10,Flashcards,Learning vocabulary,,613,text,text,,633.0,French,Hindi,टाई,,,Cravate,,,,,B1,
10,Flashcards,Learning vocabulary,,614,text,text,,634.0,French,Hindi,ब्रा,,,Soutien-Gorge,,,,,B2,
10,Flashcards,Learning vocabulary,,615,text,text,,635.0,French,Hindi,बिकिनी,,,Bikini,,,,,B1,
10,Flashcards,Learning vocabulary,,616,text,text,,636.0,French,Hindi,टोपी,,,Bonnet,,,,,C1,
10,Flashcards,Learning vocabulary,,617,text,text,,637.0,French,Hindi,स्कार्फ़,,,Echarpe,,,,,C1,
10,Flashcards,Learning vocabulary,,618,text,text,,638.0,French,Hindi,फार्म,,,Ferme,,,,,C1,
10,Flashcards,Learning vocabulary,,619,text,text,,639.0,French,Hindi,बिजलीके खंबे,,,Poteau électrique,,,,,C1,
10,Flashcards,Learning vocabulary,,620,text,text,,640.0,French,Hindi,मजबुत कटिली तार,,,Fil barbelé,,,,,C1,
10,Flashcards,Learning vocabulary,,621,text,text,,641.0,French,Hindi,ट्रेक्टर,,,Tracteur,,,,,C1,
10,Flashcards,Learning vocabulary,,622,text,text,,642.0,French,Hindi,झुंड,,,Troupeau,,,,,C1,
10,Flashcards,Learning vocabulary,,623,text,text,,643.0,French,Hindi,फसल काटने और इकट्ठा करनेवाला बड़ा कृषियन्त्र / कंबाइन हार्वेस्टर,,,Moissonneuse-batteuse,,,,,C1,
10,Flashcards,Learning vocabulary,,624,text,text,,644.0,French,Hindi,जोतना,,,Labourer,,,,,C1,
10,Flashcards,Learning vocabulary,,625,text,text,,645.0,French,Hindi,सेंद्रिय खाद,,,Fumier,,,,,B2,
10,Flashcards,Learning vocabulary,,626,text,text,,646.0,French,Hindi,सेंद्रिय खाद,,,Purin,,,,,B2,
10,Flashcards,Learning vocabulary,,627,text,text,,647.0,French,Hindi,छुरा / खंजर,,,Machette,,,,,B2,
10,Flashcards,Learning vocabulary,,628,text,text,,648.0,French,Hindi,कृषि,,,Agriculture,,,,,C1,
10,Flashcards,Learning vocabulary,,629,text,text,,649.0,French,Hindi,किसान,,,Agriculteur,,,,,A1,
10,Flashcards,Learning vocabulary,,630,text,text,,650.0,French,Hindi,शिकारी,,,Chasseur,,,,,C1,
10,Flashcards,Learning vocabulary,,631,text,text,,651.0,French,Hindi,मुर्गा,,,Coq,,,,,C1,
10,Flashcards,Learning vocabulary,,632,text,text,,652.0,French,Hindi,कंट्रीसाईडमे / देहाती प्राकृतिक इलाकेमे,,,Campagne,,,,,B1,
10,Flashcards,Learning vocabulary,,633,text,text,,653.0,French,Hindi,मछली पकड़नेवाली नाव,,,Bateau de pêche,,,,,A1,
10,Flashcards,Learning vocabulary,,634,text,text,,654.0,French,Hindi,जाला,,,Filet,,,,,C1,
10,Flashcards,Learning vocabulary,,635,text,text,,655.0,French,Hindi,गाँव / देहात,,,Village,,,,,B1,
10,Flashcards,Learning vocabulary,,636,text,text,,656.0,French,Hindi,सुखी घास,,,Foin,,,,,B2,
10,Flashcards,Learning vocabulary,,637,text,text,,657.0,French,Hindi,बागवानी / बगीचेमे काम करना,,,Jardinage,,,,,C1,
10,Flashcards,Learning vocabulary,,638,text,text,,658.0,French,Hindi,हॉर्टीकल्चर / फूलों और फलोंके बागान,,,Horticulture,,,,,B2,
10,Flashcards,Learning vocabulary,,639,text,text,,659.0,French,Hindi,फलोंके पेड़ोने,,,Arbre fruitier,,,,,B2,
10,Flashcards,Learning vocabulary,,640,text,text,,660.0,French,Hindi,गुलाबी,,,Rose,,,,,B2,
10,Flashcards,Learning vocabulary,,641,text,text,,661.0,French,Hindi,ट्यूलिप,,,Tulipe,,,,,B2,
10,Flashcards,Learning vocabulary,,642,text,text,,662.0,French,Hindi,पेड़पौधे,,,Flore,,,,,C1,
10,Flashcards,Learning vocabulary,,643,text,text,,663.0,French,Hindi,बतख,,,Canard,,,,,C1,
10,Flashcards,Learning vocabulary,,644,text,text,,664.0,French,Hindi,बकरा,,,Bouc,,,,,C1,
10,Flashcards,Learning vocabulary,,645,text,text,,665.0,French,Hindi,मेअर,,,Jument,,,,,C1,
10,Flashcards,Learning vocabulary,,646,text,text,,666.0,French,Hindi,घोड़ेका नर बच्चा,,,Poulain,,,,,C1,
10,Flashcards,Learning vocabulary,,647,text,text,,667.0,French,Hindi,गायका बछड़ा,,,Veau,,,,,C1,
10,Flashcards,Learning vocabulary,,648,text,text,,668.0,French,Hindi,बैल,,,Taureau,,,,,B2,
10,Flashcards,Learning vocabulary,,649,text,text,,669.0,French,Hindi,मेमना,,,Agneau,,,,,C1,
10,Flashcards,Learning vocabulary,,650,text,text,,670.0,French,Hindi,बच्चा,,,Chevreau,,,,,C1,
10,Flashcards,Learning vocabulary,,651,text,text,,671.0,French,Hindi,बिल्लीका बच्चा,,,Chaton,,,,,C1,
10,Flashcards,Learning vocabulary,,652,text,text,,672.0,French,Hindi,कुत्तेका बच्चा,,,Chiot,,,,,C1,
10,Flashcards,Learning vocabulary,,653,text,text,,673.0,French,Hindi,चूजे,,,Poussin,,,,,C1,
10,Flashcards,Learning vocabulary,,654,text,text,,674.0,French,Hindi,भेड,,,Brebis,,,,,C1,
10,Flashcards,Learning vocabulary,,655,text,text,,675.0,French,Hindi,भेड,,,Mouton,,,,,C1,
10,Flashcards,Learning vocabulary,,656,text,text,,676.0,French,Hindi,कुत्ता,,,Chien,,,,,C1,
10,Flashcards,Learning vocabulary,,657,text,text,,677.0,French,Hindi,बिल्ली,,,Chat,,,,,B2,
10,Flashcards,Learning vocabulary,,658,text,text,,678.0,French,Hindi,गय्या / गाय,,,Vache,,,,,B2,
10,Flashcards,Learning vocabulary,,659,text,text,,679.0,French,Hindi,बकरा,,,Chèvre,,,,,C1,
10,Flashcards,Learning vocabulary,,660,text,text,,680.0,French,Hindi,सुअर,,,Cochon,,,,,C1,
10,Flashcards,Learning vocabulary,,661,text,text,,681.0,French,Hindi,घोड़ा,,,Cheval,,,,,C1,
10,Flashcards,Learning vocabulary,,662,text,text,,682.0,French,Hindi,गधा,,,Âne,,,,,C1,
