English Word	Portuguese Translation	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
illegally	ilegalmente	A fishnet of iII-begotten kingdoms ruled by immoral Iords battling with their own unlawful armies over illegal border lines.	A fishnet of iII-begotten kingdoms ruled by immoral Iords battling with their own unlawful armies over illegal border lines.	E que mapa! Um conjunto de reinos mal nascidos, governados por senhores imorais, lutando ilegalmente por fronteiras ilegais.	E que mapa! Um conjunto de reinos mal nascidos, governados por senhores imorais, lutando ilegalmente por fronteiras ilegais.
illiterate	analfabeto	Reavis was a functioning illiterate, for chrissake.	What do you do, take an illiteracy test to get that job, for Christ's sake?	O Reavis era quase analfabeto.	É preciso ser analfabeto para se trabalhar aí?
illness	doença	Mother die?	You told me the first thing you did coming back to your country... was to have a blood test... to make sure... you didn't contract any disease.	A sua mãe acabou de morrer por causa da doença.	Falou que a primeira coisa que fez ao voltar ao seu país... foi um exame de sangue para ter certeza de que não tinha... contraído nenhuma doença.
illumination	iluminação	No enlightenment outside yourself.	We have all these marvelous lighting systems so that we can get these films in action, you see.	Não há iluminação alguma fora de você mesmo.	Temos uns sistemas de iluminação fantásticos para poder tirar... instantâneas em movimento.
illustration	ilustração	Enlightenment is a curse of civilization.	Enlightenment is a curse of civilization.	A ilustração é o flagelo da civilização.	A ilustração é o flagelo da civilização.
imaginary	imaginário	Tony's his imaginary friend.	Tony's his imaginary friend.	É o amigo imaginário dele.	É o amigo imaginário dele.
imagination	imaginação	♪ Use your imagination	That beach boy on the sailboat... turns out to be a stringer for Kingtown Publications... you know, takes photos for one of those supermarket sensations, tells you what Cher had for breakfast, that sort of thing.	Põe a imaginação a trabalhar	Não é inacreditável? Não há limite para a imaginação delas. Não está preocupada com elas?
imaginative	imaginativo				
imam	imam				
imitate	imitar	to imitate you.	I can stain your skin... but I cannot imitate a scar that would escape detection.	Conte-nos em detalhe como foi, para que o possamos imitar.	Posso queimar a sua pele, mas não consigo imitar uma cicatriz convincente.
immediately	imediatamente	No, sir, at once.	He confessed his involvement for the heinous crimes... The court decided to execute, the sentence immediately... Under the laws of this state.	Não, senhor, imediatamente.	Ele confessou seu envolvimento pelos, crimes hediondos... o tribunal decidiu executar, a sentença imediatamente... sob as leis deste estado.
immigration	imigração	People who cross our borders, try to work without official immigration papers.	Immigration personnel are reminded that, until further notice, police have requested one additional copy of all chimpanzee fingerprints for their files.	Pessoas que cruzam nossas fronteiras, tentam trabalhar sem documentos de imigração oficiais.	Ao pessoal da imigração lembramos, que até segunda ordem, a polícia exige uma cópia extra de todas as impressões digitais dos chimpanzés para seus arquivos.
immortal	imortal	What a pity.	That we are the same yesterday, today and tomorrow. And that the price of immortal life... is impotence!	Que pena... A minha balada podia fazê-lo imortal...	Que somos iguais ontem, hoje e amanhã, que o preço da vida imortal é a impotência!
immortality	imortalidade	Give these other characters a crack at immortality.	You're asking me to rob my parents of immortality. And let their bodies, rot into nothingness, like the carcasses of slaves and animals?	Dêem aos outros uma oportunidade de alcançar a imortalidade.	Está-me a pedir que roube a imortalidade aos meus pais... e deixe os seus corpos a apodrecer do nada... como as carcaças dos escravos e dos animais?
immunity	imunidade	Now, Mrs. Dasher... you understand you have been granted total immunity... for your testimony?	Now, Mrs. Dasher... you understand you have been granted total immunity... for your testimony?	Agora, senhora Dasher... Entende que a você fora concedida total imunidade... por seu testemunho?	Agora, senhora Dasher... Entende que a você fora concedida total imunidade... por seu testemunho?
immunize	imunizar				
impartiality	imparcialidade				
impassable	intransitável				
impassable	intransitável				
impatience	impaciência	I'd looked forward to your coming home.	Hesaidhe wascountingthedaysuntilhecould stayhome , and just work the farm.	Esperava com impaciência o teu regresso.	Dizia que contava os dias com impaciência para poder ficar em casa a trabalhar só na quinta.
impatient	impaciente	Don't be impatient.	I wasn't even impatient to get to Maurice, for we were, at last, going to have an undisturbed time together.	Não sejas impaciente.	Nem estava impaciente por ir ter com o Maurice, porque, finalmente, íamos ter algum tempo juntos sem preocupações.
impermeable	impermeável	His car, gun, and raincoat are in our possession	His car, gun, and raincoat are in our possession	O seu carro, a arma e o impermeável estão nas nossas mãos.	O seu carro, a arma e o impermeável estão nas nossas mãos.
Impertinent	Impertinente	Impertinent, and a coward to boot.	Impertinent, and a coward to boot.	Impertinente e um verdadeiro covarde.	Impertinente e um verdadeiro covarde.
Impertinent	Impertinente	Impertinent, and a coward to boot.	Impertinent, and a coward to boot.	Impertinente e um verdadeiro covarde.	Impertinente e um verdadeiro covarde.
implicitly	implicitamente				
impopular	impopular	War is a most unpopular thing in England.	War is a most unpopular thing in England.	A guerra é muito impopular na Inglaterra.	A guerra é muito impopular na Inglaterra.
importance	importância	No, it's not.	I know nothing of the history to which you refer, but I have often felt that the attitude of my husband's family has failed to move with the times, that they think too much of the rights of nobility	Sim, porque para mim não tem importância se te amo ou não.	Nada sei sobre a história que refere, mas a atitude da família do meu marido não evoluiu com os tempos. Dão demasiada importância aos direitos da nobreza e pouca aos seus deveres.
impossible	impossível	PILO T 2:	The government accepted the difficults negotiations with the United States, but the aspect of the nation it was each militarista time, e therefore, was impossible to continue with the negotiations.	impossível.	O governo aceitou as difíceis negociações com os Estados Unidos, mas o aspecto da nação estava cada vez mais militarista, e por isso, era impossível continuar com as negociações.
Impressionism	Impressionismo				
impressionist	impressionista	Unless Veronica is an impressionist, number 19 is about to be launched.	Unless Veronica is an impressionist, number 19 is about to be launched.	A menos que a Veronica seja uma impressionista está para nascer.	A menos que a Veronica seja uma impressionista está para nascer.
impressive	impressionante	It's quite impressive.	The reporter of the set of documents tried arduously to become it impressive.	É impressionante.	O repórter do documentário tentou arduamente torná-lo impressionante.
improvement	melhoria	Of course, almost any change would be an improvement.	Of course, almost any change would be an improvement.	Mas, claro, qualquer mudança seria uma melhoria.	Mas, claro, qualquer mudança seria uma melhoria.
improvisation	improvisação	My brilliant improvisation just gave up.	My brilliant improvisation just gave up.	A minha brilhante improvisação cedeu.	A minha brilhante improvisação cedeu.
impulsive	impulsivo	Dick is an emotional guy.	Dick is an emotional guy.	Dick é um tipo impulsivo.	Dick é um tipo impulsivo.
impulsiveness	impulsividade				
in	dentro	Inside.	Despite the recent and incredibly permissive laws... which protect the guilty man more than the innocent... the restraining measures of our police force are successful... in keeping at an acceptable minimum the outbreak of delinquency... in a city, or in a society, where protest movements, drugs... and a desire for wealth... are actually regarded as legitimate goals.	Ele está lá dentro.	Apesar das novas leis, que têm sido bastante permissivas, e que tendem a proteger os culpados mais do que os inocentes, a acção firme da nossa polícia conseguiu manter dentro de limites aceitáveis o grau de criminalidade numa cidade, aliás, numa sociedade, em que os protestos, a droga, e a interminável busca do prazer parecem ser as únicas coisas que interessam os jovens de hoje.
inability	incapacidade	You know, the one unredeeming quality in women is their inability to keep their emotions out of their love affairs.	You know, the one unredeeming quality in women is their inability to keep their emotions out of their love affairs.	Sabes, o único mal das mulheres é a sua incapacidade de manter as suas emoções fora dos seus casos amorosos.	Sabes, o único mal das mulheres é a sua incapacidade de manter as suas emoções fora dos seus casos amorosos.
inaccessible	inacessível	The unapproachable Miss Lord...	The unapproachable Miss Lord...	A inacessível Miss Lord...	A inacessível Miss Lord...
inaccurate	impreciso				
inadmissible	inadmissível	It's incredible you should imagine such a story.	We decided to build a hydroelectric station in your region.	É inadmissível inventar isso!	Sobre o inadmissível atraso na construçäo da hidroeléctrica da tua terra.
inapropriate	inapropriado				
incapable	incapaz	Kathy, I wouldn't hurt you.	One was fat and ate spaghetti all the time, half-blind, with 15 pairs of glasses, but still took cockeyed photos.	Eu seria incapaz de lhes fazer mal.	Que era incapaz de tirar fotografias. Mentes perversas!
incense	incenso	The residents of Kuroe are here asking to burn incense for the deceased.	Creature of fire and smoke incense and perfume cast away any phantoms of evil intent.	A associação de Kuroe... está aqui pedindo para queimar incenso pelo falecido.	Criaturas de fogo e fumo.. incenso e perfume... afastam quaisquer espiritos de intenções malignas.
inch	polegada	Good idea, that half inch off.	There's no death worse than one from gangrene and I cannot let him die, inch by inch, and screaming in agony.	Boa ideia, esta meia polegada mais.	Não há pior morte que a morte por gangrena. E não o posso deixar morrer polegada a polegada em agonia.
inch	polegada	Good idea, that half inch off.	There's no death worse than one from gangrene and I cannot let him die, inch by inch, and screaming in agony.	Boa ideia, esta meia polegada mais.	Não há pior morte que a morte por gangrena. E não o posso deixar morrer polegada a polegada em agonia.
incident	incidente	They'd like another incident.	You keep the dilithium shipment, no mention of the whole incident to Starfleet or in my log, plus an additional galactic standard weight container of dilithium as payment for the drug.	Querem outro incidente.	Podem ficar com a carga de dilítio, nao menciono o incidente... a Frota Estelar nem no meu diário... mais um conteiner adicional de dilítio com peso galáctico padrao... como pagamento pela droga.
include	incluir	I`II just put it on the card.	You know, I was even considering including some of your exploits but, no, you'd never do for a hero of romantic fiction.	Eu vou incluir no seu cartão.	Estava a ponderar incluir algumas das tuas façanhas, mas, não, não servias para herói de ficção romântica.
include	incluir	I`II just put it on the card.	You know, I was even considering including some of your exploits but, no, you'd never do for a hero of romantic fiction.	Eu vou incluir no seu cartão.	Estava a ponderar incluir algumas das tuas façanhas, mas, não, não servias para herói de ficção romântica.
incoherence	incoerência				
incoherent	incoerente				
incompetence	incompetência				
incompetent	incompetente	I'm not incompetent.	We're tired of giving you money for doing an incompetent job.	Eu não sou incompetente.	Estamos fartos de te dar dinheiro para seres incompetente.
incompetent	incompetente	I'm not incompetent.	We're tired of giving you money for doing an incompetent job.	Eu não sou incompetente.	Estamos fartos de te dar dinheiro para seres incompetente.
incomplete	incompleto	I see no reason to disturb Marshall with something that's incomplete.	I see no reason to disturb Marshall with something that's incomplete.	Não vejo motivo para incomodar Marshall com algo que está incompleto.	Não vejo motivo para incomodar Marshall com algo que está incompleto.
incomprehensible	incompreensível	The rest of the transmission is garbled.	Some dark, terrible, incomprehensible force.	O resto da transmissão está incompreensível.	Uma força terrível, sombria e incompreensível.
inconsolable	inconsolável	Whenever we speak of you he weeps and won't be comforted.	However, never before had the future looked so ominous for the royal family.	Chora sempre que falamos de ti e fica inconsolável.	Nunca, porém, o futuro pareceu tão inconsolável à casa real.
increase	aumentar	-Can't you raise the beat?	In that same century... in the conquered Greek province of Thrace... an illiterate slave woman added to her master's wealth... by giving birth to a son whom she named Spartacus.	Não pode aumentar o ritmo?	Nesse mesmo século... na província grega da Trácia, já conquistada,... uma escrava analfabeta fez aumentar a riqueza do seu amo... dando à luz um filho a quem deu o nome de Spartacus.
increase	aumentar	-Can't you raise the beat?	In that same century... in the conquered Greek province of Thrace... an illiterate slave woman added to her master's wealth... by giving birth to a son whom she named Spartacus.	Não pode aumentar o ritmo?	Nesse mesmo século... na província grega da Trácia, já conquistada,... uma escrava analfabeta fez aumentar a riqueza do seu amo... dando à luz um filho a quem deu o nome de Spartacus.
increase	aumentar	-Can't you raise the beat?	In that same century... in the conquered Greek province of Thrace... an illiterate slave woman added to her master's wealth... by giving birth to a son whom she named Spartacus.	Não pode aumentar o ritmo?	Nesse mesmo século... na província grega da Trácia, já conquistada,... uma escrava analfabeta fez aumentar a riqueza do seu amo... dando à luz um filho a quem deu o nome de Spartacus.
increase	aumentar	-Can't you raise the beat?	In that same century... in the conquered Greek province of Thrace... an illiterate slave woman added to her master's wealth... by giving birth to a son whom she named Spartacus.	Não pode aumentar o ritmo?	Nesse mesmo século... na província grega da Trácia, já conquistada,... uma escrava analfabeta fez aumentar a riqueza do seu amo... dando à luz um filho a quem deu o nome de Spartacus.
increasingly	cada vez mais				
indecent	indecente	I don't know.	It's far more indecent that we've been here 5 days without working.	Entre as Follies e uma proposta indecente foi uma noite e peras.	Wnda mais indecente é estarmos aquí há cinco días sem trabalhe
indeed	na verdade				
independence	independência	Independence.	22 years ago, on 15th August, Independence Day when all were celebrating I found on the steps of the BorivaIi church a three year old child, with a letter in his hand.	À independência.	Há 22 anos, no dia 15 de Agosto, Dia da independência quando todos foram celebrar encontrei nos degraus da igreja Borivali uma criança de três anos, com uma carta na sua mão.
independent	independente	I'm independent.	Good, that will just give me time to tell you about my Uncle Clyde, a very independent barn owl, he didn't give a hoot for tradition.	Mas sou independente.	Isto vai dar-me tempo para falar sobre o meu tio Clyde, que era muito independente. Não ligava nenhuma à tradição.
index	índice	Programme is voice-index locked.	Moreover, we condemn and forbid all your books and writings as heretic and erroneous, and we order them to be burned and destroyed in public, in Saint Peter's Square, before the Holy Steps, and that they be added to the Index of forbidden books.	Só com índice de voz.	Além disso, condenamos e proibimos, todos os seus livros e escritos, como heréticos e falsos, mandando que sejam destruídos e queimados publicamente, na praça de São Pedro, em frente à grande escadaria, e que, portanto, sejam incluídos, no índice dos livros proibidos.
India	Índia	I love India.	In five months, May of 1942, the Japanese had pursued the British until Rangum, they had passed the valleys of the Irrawaddy and of Chindwin, until the border of India e had continued already is of the Birmânia.	Adoro a Índia.	Em cinco meses, em Maio de 1942, os japoneses perseguiram os britânicos até Rangum, passaram os vales do Irrawaddy e do Chindwin, até à fronteira da Índia e continuaram já fora da Birmânia.
indigestion	indigestão	You've given me nervous indigestion.	You've given me nervous indigestion.	Deste-me uma indigestão nervosa.	Deste-me uma indigestão nervosa.
indisputably	indiscutivelmente				
individual	Individual				
individualistic	individualista				
individually	individualmente				
Indonesia	Indonésia				
indulgence	indulgência	I'm unworthy of your generosity.	This is not a plea for any indulgence.	Não mereço a sua indulgência.	Este não é um pedido de nenhuma indulgência.
indulgent	indulgente	I'll make allowances.	I'll make allowances.	Serei indulgente.	Serei indulgente.
Industrial	Industrial				
industrialist	industrial	Manufacturer in Paris	It's not for nothing that they have blood relations at all Wuropean courts, and are therefore intimately acquainted with what goes on at these courts... and in the countries they preside over... in this century of ibdustry and progress.	Victor Pivert, industrial em Paris.	todos eles pertencem a duas nações ao mesmo tempo. Não é à toa que eles tem relação sanguínea em todas as cortes europeias. e, portanto, estão intimamente familiarizados com o que acontece nessas cortes... e nos países que controlam... neste século de progresso industrial.
industrialize	industrializar				
inequality	desigualdade				
inevitable	inevitável	No, it's inevitable.	E the principles on which the democracies operate, on which if they base the societies, they had not been very satisfied with the result of the war, but I think that this inevitable age given the Soviet system.	Não, é inevitável.	E os princípios sobre os quais as democracias operam, sobre os quais se baseiam as sociedades, não ficaram muito satisfeitos com o resultado da guerra, mas penso que isto era inevitável dado o sistema soviético.
inexorably	inexoravelmente				
inexperienced	inexperiente	I'm not that green.	Remember, I am inexperienced in such things.	Não sou assim tão inexperiente.	Lembre-se que eu sou inexperiente nestas coisas.
infantry	infantaria	Capt. Daven, infantry.	Three Russian divisions of infantry they had been decimated in the first day e more five destroyed.	Capitão Daven, infantaria.	Três divisões de infantaria russas foram dizimadas no primeiro dia e mais cinco destruídas.
infarct	infarto				
infection	infecção	An infection.	It's positive. They confirmed their diagnosis from the smear of the throat infection.	Uma infecção.	É positivo, eles confirmaram o diagnóstico pelo teste da mancha da infecção na garganta.
infidelity	infidelidade				
infinite	infinito	Sleep that is endless.	It can photograph a packet of cigarettes from 300 miles up in space... on a tiny negative capable of infinite enlargement.	O sono infinito.	Consegue fotografar um maço de cigarros a 500 km no espaço num negativo minúsculo com capacidade para aumento infinito.
infinity	infinidade	My days were hurried, crowded with all manners of urgent tasks.	My days were hurried, crowded with all manners of urgent tasks.	Os dias passaram depressa, atarefado como estava com a infinidade de trabalhos.	Os dias passaram depressa, atarefado como estava com a infinidade de trabalhos.
inflammable	inflamável	Since it doesn't appear to be whiskey and since it seems to be of highly inflammable and dangerous liquid I find there's only one thing to do, Mr. Meacham: Destroy it. I protest.	Since it doesn't appear to be whiskey and since it seems to be of highly inflammable and dangerous liquid I find there's only one thing to do, Mr. Meacham: Destroy it. I protest.	Uma vez que não parece ser whisky... e uma vez que parece ser um altamente inflamável e perigoso liquido... acho que só há uma coisa a fazer.	Uma vez que não parece ser whisky... e uma vez que parece ser um altamente inflamável e perigoso liquido... acho que só há uma coisa a fazer.
inflammation	inflamação	There's no inflammation.	It's flared up again. Yes, the old carditis I'm afraid.	"Diz ""ah"". Não há inflamação."	Receio que se tenha reavivado a antiga inflamação cardíaca.
inflation	inflação	You take inflation.	Marshall lucky here, where we're battling inflation not onlyby fighting high prices... but by blowing the living shit out of high prices!	Tomemos a inflação.	Aqui Marshal Lucky, onde combatemos a inflação não só lutando contra os preços altos, mas acabando com eles!
inflexible	inflexível	He's so inflexible.	O, omnipotent god... alone and unbending in thy heaven, accept with mercy into thy judgment this, thy child.	Ele é tão inflexível.	Oh, Deus omnipotente, só e inflexível no Seu Paraíso... aceite com misericórdia o julgamento deste filho.
influential	influente	They got people coming in from Manhattan.	I've heard he's clever and very influential.	Virá gente influente de Manhattan.	Ouvi dizer que é um homem inteligente e influente.
informal	informal	I just want to have a nice sociable talk with you, that's all.	It's an informal test to measure your ability to think on your feet. Your reaction to stress, pressure. Your ability to use the law in a hypothetical situation.	Só quero ter uma conversa informal consigo. Socializar um pouco, percebe?	É um teste informal em que tentamos avaliar a sua rapidez de reflexos, a sua reacção a situações de tensão e de pressão, a sua capacidade de aplicar a lei a uma situação hipotética, etc...
infusion	infusão				
ingenious	engenhoso	But Grandpère was more resourceful than most.	Your Vulcan friend is a very ingenious fellow.	Mas o avô era mais engenhoso do que a maioria.	O seu amigo vulcano é muito engenhoso.
ingot	lingote				
ingredient	ingrediente	We lack the most vital ingredient.	Hey, check out that second ingredient.	Falta um ingrediente importante.	"Repara no segundo ingrediente. ""Arsenicum."""
initially	inicialmente	And he was the last one of the original boys that was with me.	But now the Canadian navy, small at the beginning of the war, it was being become enlarged becoming 50 times bigger of what initially.	E ele era o último dos rapazes que inicialmente estavam comigo.	Mas agora a marinha canadiana, pequena no início da guerra, estava a expandir-se tornando-se 50 vezes maior do que inicialmente.
injection	injeção	I just needed the injection.	Don't insist She told you she was going to give an injection in Monteverde, at her friend's	Só precisava da injeção.	Ela disse que ia a Monteverde dar uma injeção.
injection	injeção	I just needed the injection.	Don't insist She told you she was going to give an injection in Monteverde, at her friend's	Só precisava da injeção.	Ela disse que ia a Monteverde dar uma injeção.
innate	inato	Their innate desire for violence made their behavior unpredictable and erratic.	Their innate desire for violence made their behavior unpredictable and erratic.	Seu desejo inato para a violência... era um comportamento imprevisível e errático.	Seu desejo inato para a violência... era um comportamento imprevisível e errático.
innocence	inocência	Thus we are justified.	We are going to bring into the court during the course of this trial a series of substantial, reputable citizens. And I invite you to scrutinize them closely and to determine, in the light of their testimony the guilt or innocence of Christopher Emanuel Balestrero.	Assim, a nossa inocência foi demonstrada	Vamos trazer a este tribunal, durante o decurso deste julgamento, vários cidadãos de boa reputação e convido-vos a analisarem-nos minuciosamente e a determinarem, face aos seus testemunhos, a culpa ou a inocência de Christopher Emanuel Balestrero,
innocent	inocente	She's innocent.	And speaking of words, I'd like to say a few about the injustice... of keeping an innocent man locked up for three months... in such filth and heat and ill-feeding that my chief regret is I didn't try... to pull down the filthy fellow that sits on the throne.	Ela está inocente.	Por falar em palavras, queria dizer algumas sobre a injustiça... de manter um homem inocente preso durante três meses... em tanta sujidade, calor e podridão, que a maior mágoa é não ter tentado... depor o sujeito sujo que se senta no trono.
innovation	inovação	But today, ladies, as an innovation, you'll see the models... go through the rhythmic movement of everyday life.	But today, ladies, as an innovation, you'll see the models... go through the rhythmic movement of everyday life.	Hoje, numa inovação... vocês verão as modelos fazer movimentos do cotidiano.	Hoje, numa inovação... vocês verão as modelos fazer movimentos do cotidiano.
innovative	Inovativa				
Insect	Inseto				
Insecticide	Inseticida				
insecurity	insegurança	Hold onto them like walking on eggs.	Hold onto them like walking on eggs.	Temos de nos agarrar a elas mesmo na insegurança.	Temos de nos agarrar a elas mesmo na insegurança.
Insensitive	Insensível	Not heartless, realistic.	Not heartless, realistic.	Insensível não, realista.	Insensível não, realista.
inside	lado de dentro				
inside	lado de dentro				
insistent	insistente				
insolence	insolência	What is all this insolence?	And he has the insolence to set himself up as a protector of the people.	Que insolência é esta?	E tem a insolência de se assumir protector do povo!
insomnia	insônia	Grand time talking to Mrs. Drevin, who is going to give us her remedy for insomnia.	Grand time talking to Mrs. Drevin, who is going to give us her remedy for insomnia.	...quem fala è a Sra. Drevin... com dicas contra insônia.	...quem fala è a Sra. Drevin... com dicas contra insônia.
inspiration	inspiração	I'm waitin'.	It'll bring relief to the suffering, joy to the depressed, inspiration to the artistic and peace to the world, all for only 10 cents.	Estou à espera...à espera de inspiração.	Vai trazer o alívio ao sofrimento, a alegria às depressões, inspiração aos artistas, paz ao mundo, e vai custar 10 cêntimos.
installation	instalação	We want into that plant:	Weekend vacationers are ordered to report immediately to the nearest police station or military installation.	Queremos entrar nessa instalação.	Os veranistas do fim de semana têm... ordens para se apresentar... imediatamente a esquadra da polícia... mais próxima ou... instalação militar.
instinct	instinto	-No, it's instinct.	This Mexican stuff is an extraordinary substance and every instinct I have tells me I'm onto something hot here and another 200 milligrams isn't going to kill anybody.	Não... é instinto.	Essa matéria-prima mexicana é uma substância extraordinária... e meu instinto diz que estou perto de algo... e mais 200 miligramas não vai matar ninguém.
instinctive	instintivo				
instinctively	instintivamente				
Institute	Instituto	I was in charge till now.	You have clay pigeon shooting with Lord Marlborough, a benefit gala for the Institute of the Blind, and there's a typhoon bearing down on Singapore.	Fiquei a dirigir o Instituto até o senhor aparecer.	Tem uma sessão de tiro aos pratos com o Lorde Marlborough, uma gala beneficente no Instituto Dos Cegos... já agora, há um tufão a dirigir-se para Singapura.
instruction	instrução	Tell it to the judge.	Tell your master his business with me is as schoolteacher to the royal children.	Di-lo ao juiz de instrução.	Diga a seu amo que o assunto comigo se refere à instrução dos príncipes reais.
instrument	instrumento	Fork is a foolhardy instrument.	We're attempting to open it with the vibrosonic table, which is an instrument that separates molecules of matter at their natural interface:	Garfo é instrumento de tolos.	Vamos tentar abri-la com a mesa vibrosónica, que é um instrumento que separa moléculas da matéria de forma natural.
insulation	isolamento	Lost her airlock.	You can't ablate human beings, nor stick electrodes in their skulls so I have to use a trance-inducing technique and the isolation tank seemed the least risky.	-Perdeu o isolamento.	Mas não podes prender seres humanos e colocar eléctrodos no crânio... eu uso uma técnica de transe induzido... e o tanque de isolamento é o menos arriscado.
insurance	seguro	Dead sure.	You will need masks outside the protected area, Looks good. Looks good. But in the ultraviolet, we're considering it safe without a mask.	Totalmente seguro.	Vão precisar de máscaras lá fora... e onde as leituras não consideram seguro não usar uma máscara.
insurance	seguro	Dead sure.	You will need masks outside the protected area, Looks good. Looks good. But in the ultraviolet, we're considering it safe without a mask.	Totalmente seguro.	Vão precisar de máscaras lá fora... e onde as leituras não consideram seguro não usar uma máscara.
insurmontable	intransponível				
insurrection	insurreição				
intellectual	intelectual	Very intellectual.	You think learning is a really big thing... and you become this big fucking intellectual... and sit around trying to out-intellectual... all the other big fucking intellectuals.	É um intelectual.	"Tu pensas que aprender isso é uma grande coisa... e tornas-te num intelectual de merda... tentando ""sobre-intelectualizar""... todos os outros grandes intelectuais de merda."
intelligence	inteligência	His mind, for instance.	'Cause when he takes his trousers off and folds them neatly and hangs them over the back of a chair, that sharp, exciting intelligence of his doesn't count for very much.	Pela inteligência dele. por exemplo.	Porque quando tira as calças e as dobra cuidadosamente... para colocá-las sobre a cadeira... Sua inteligência tão aguda Não conta muito.
intensity	intensidade	Captain?	THIS DIAL GOVERNS THE INTENSITY OF THE RAY, THIS DIAL GOVERNS THE DURATION OF THE INVISIBILITY, LET'S SAY FIVE MINUTES.	A intensidade da emoção esgota-nos e aumenta o campo de força.	Este botão regula a intensidade do raio... este regula a duração da invisibilidade... digamos cinco minutos.
intensive	intensivo				
intention	intenção	We intend to.	Having learned of your courageous endeavor to visit the land of the Bolsheviks, we are sending you some New York magazines that depict the barbarous state of Russia today.	É a minha intenção.	Sabendo de sua corajosa intenção de visitar a pátria dos bolcheviques, estamos lhe mandando algumas publicações de Nova Iorque que mostram o estado de barbárie da Rússia atual.
interactive	interativo				
intern	estagiário	He is still a medicine student but he is already a doctor to me.	He is still a medicine student but he is already a doctor to me.	Não será mais que estagiário mas para mim é mais que um doutor.	Não será mais que estagiário mas para mim é mais que um doutor.
internet	Internet	Take us live to the Web.	Take us live to the Web.	Leva-nos em directo para a Internet.	Leva-nos em directo para a Internet.
interpretation	interpretação	Look how Dharmendra has acted!	In this interpretation, due to Einstein, gravity is only a pucker in the fabric of space which moving objects encounter.	Repara na interpretação do Dharmendra!	Nesta interpretação que devemos a Einstein, a gravidade é apenas, uma distorção no tecido do espaço, a qual é encontrada por objectos móveis.
interpreter	intérprete	I kiss the instrument of their pleasures.	As our first offering this evening, we present that inimitable personality that talented performer that versatile entertainer...	Beijo este intérprete das ordens deles.	Como nossa primeira oferenda esta noite, apresentamos essa personalidade inimitável. Esse talentoso intérprete. Esse versátil animador...
interrupt	interromper	Don't let me interrupt.	By interrupting the feeding process for example,atomic contamination destroys the efficiency of red blood cells in very short order.	Eu não quero interromper.	Ao interromper o processo de alimentação, por exe: Destrói... a contaminação atómica... a eficiência das... células vermelhas do sangue... em ordem muito curta.
interval	intervalo	Now, no more now.	In view of the evidence concerning rape, which Your Honour has ruled admissible we ask for a 30-minute recess in order that we may bring in a witness we had not anticipated using.	Tenho de fazer um intervalo.	Perante as provas relativas à violação, que Sua Excelência declarou admissíveis, pedimos um intervalo de 30 minutos para podermos... trazer uma testemunha que não prevíamos utilizar.
intervention	intervenção	No, but it is a surgical procedure.	Instead of that, Goldfinger goes off to Europe, and it's only by the grace of God, your friend Leiter, and my intervention with the British embassy in Washington, that you're not in the custody of the Miami Beach police.	Não, mas é uma intervenção cirúrgica.	Em vez disso, Goldfinger veio para a Europa e é só graças ao Leiter e à minha intervenção diplomática que você não é detido pela polícia de Miami Beach!
intervention	intervenção	No, but it is a surgical procedure.	Instead of that, Goldfinger goes off to Europe, and it's only by the grace of God, your friend Leiter, and my intervention with the British embassy in Washington, that you're not in the custody of the Miami Beach police.	Não, mas é uma intervenção cirúrgica.	Em vez disso, Goldfinger veio para a Europa e é só graças ao Leiter e à minha intervenção diplomática que você não é detido pela polícia de Miami Beach!
interview	entrevista	Requests for interviews.	My name is Susan Abbott and someone made an appointment for me to have an audition with Mr. Iturbi this Saturday...	Pedidos de entrevista.	O meu nome é Susan Abbott e marcaram uma entrevista para eu ter uma audição com o Mr. Iturbi neste sábado...
intestine	intestino				
invade	invadir	we're trespassing, remember?	But, Sarge, they were tryin' to break into the studio.	Estamos a invadir propriedade privada, lembras-te?	Mas, sargento, eles estão tentando invadir o estúdio de gravação.
invasion	invasão	Oh, it's the invasion.	I wish to state categorically that all the statements made previously were facetious, that no invasion from Mars has taken place, and that the attractive costumes you see on these lovely earthlings are the final step in a gradual evolution	Oh, é a invasão.	Gostaria de afirmar categoricamente que todas as declarações feitas anteriormente, eram uma brincadeira, que não ocorreu nenhuma invasão vinda de Marte e que os bonitos trajes que veem nestas encantadoras terráqueas são a etapa final de uma evolução gradual
invent	inventar	The man was bragging.	The brain of this foolish-compounded clay man is not able to invent anything that tends to laughter more than I invent or is invented on me.	Estava a inventar.	O cérebro deste velho,... não é capaz de inventar nada mais engraçado. Se eu não invento, inventam de mim.
invention	invenção	It's an invention!	How can you say it's a figment of my imagination, when, for years, you've been saying I have no imagination whatsoever?	É uma invenção.	Como pode dizer que é uma invenção da minha imaginação quando há anos que diz que eu sou desprovido de imaginação?
inventor	inventor	That must be the inventor.	American Time news magazine turns its probing eye on Navin Johnson, the inventor of the Opti-Grab that little glasses handle that sold 10 million units in a few short months.	Este deve ser o inventor.	A revista American Time volta seus olhos investigadores... para Navin Johnson, o inventor do Fixa-Opti... aquela alça de óculos que vendeu 10 milhões de unidades em poucos meses.
investigation	investigação	Recording:	He wasn't in Tokyo on an N.I.A. investigation... because I didn't assign him anything that would take him beyond the main gate.	Registo da investigação.	Ele não estava numa investigação da nia. Não o designei a nada fora da base, está no relatório.
