English Word	English Lemma	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
Clergy	Clergy				
Clever	clever	How clever!	She's a clever girl.	Que esperto!	Ela é uma menina inteligente.
Cleverly	cleverly				
Clientele	Clientele				
Cliff	cliff				
Climate	climate				
Climb	climb	Keep climbing.	I climbed the fence.	Continue escalando.	Eu subi a cerca.
Climber	Climber				
Clone	Clone				
Close	close	It's close.	It was a close race.	Está perto.	Foi uma corrida fechada.
Close	close	It's close.	It was a close race.	Está perto.	Foi uma corrida fechada.
Closed	close	It's close.	It was a close race.	Está perto.	Foi uma corrida fechada.
Closer	close	It's close.	It was a close race.	Está perto.	Foi uma corrida fechada.
Closing	closing				
Clot	clot				
Clothe	Clothe	Pretty clothes!	Bring me my clothes.	Roupas bonitas!	Traga-me a minha roupa.
Cloud	Cloud	The clouds are gray.	The clouds are gray.	As nuvens são cinza.	As nuvens são cinzentas.
Clue	clue	Any clues?	I don't have a clue.	Alguma pista?	Não faço ideia.
Clumsy	clumsy	I'm clumsy.	Tom is very clumsy.	Sou desastrado.	Tom é muito desastrado.
Coach	coach	Who was the coach?	Tom isn't our coach.	Quem era o técnico?	Tom não é nosso treinador.
Coal	coal	The coal is burning.	The coal is burning.	O carvão está queimando.	O carvão está queimando.
Coastguard	coastguard				
Coat	coat	I need a coat.	My coat has pockets.	Preciso de um casaco.	Meu casaco tem bolsos.
Cobra	cobra				
Cock	cock	He has a huge cock.	Tom has a huge cock.	Ele tem um pinto enorme.	Tom tem um galo enorme.
Cockatoo	cockatoo				
Cockroach	cockroach				
Coconut	coconut	This is a coconut.	This is a coconut.	Isto é um coco.	Isto é um coco.
Cocoon	cocoon				
Cod	Cod				
Code	code	Language is a code.	I cracked the code.	A linguagem é um código.	Eu decifrei o código.
Coffee	coffee	Make coffee.	The coffee is ready.	Faça café.	O café está pronto.
Coffee	coffee	Make coffee.	The coffee is ready.	Faça café.	O café está pronto.
Coffin	coffin				
Coherence	coherence				
Coin	coin	This is a coin.	I have these coins.	Isto é uma moeda.	Eu tenho estas moedas.
Coincidence	coincidence	What a coincidence!	Is it a coincidence?	Que coincidência!	É uma coincidência?
Colander	colander				
Cold	cold	I'm cold.	The tea is too cold.	Estou com frio.	O chá está muito gelado.
Cold	cold	I'm cold.	The tea is too cold.	Estou com frio.	O chá está muito gelado.
Cold	cold	I'm cold.	The tea is too cold.	Estou com frio.	O chá está muito gelado.
Cold	cold	I'm cold.	The tea is too cold.	Estou com frio.	O chá está muito gelado.
Coldly	coldly				
Collaboration	collaboration				
Colombia	Colombia	I'm from Colombia.	I'm from Colombia.	Eu sou da Colômbia.	Sou da Colômbia.
Colonial	colonial				
Colonization	colonization				
Colony	colony				
Coloured	colour	Red is a colour.	I hate that colour.	O vermelho é uma cor.	Detesto essa cor.
Colouring	colouring				
Colt	colt				
Column	Column				
Coma	Coma	I was in a coma.	Tom was in a coma.	Eu estava em coma.	Tom estava em coma.
Comb	comb	Where is my comb?	Tom combed his hair.	Onde está o meu pente?	Tom penteou o cabelo.
Combat	combat	Tom died in combat.	Tom died in combat.	Tom morreu em um combate.	Tom morreu em um combate.
Combination	combination				
Come	come	Come!	Tom came here again.	Vem!	Tom veio aqui de novo.
Comedy	comedy	This is not comedy.	It's a comedy movie.	Isso não é comédia.	É um filme de comédia.
Comet	Comet				
Comfortable	comfortable	I'm comfortable.	Are you comfortable?	Estou confortável.	Você está confortável?
Comfortably	comfortably				
Comma	Comma	I’d suggest a comma.	I’d suggest a comma.	Eu sugeriria uma virgula.	Eu sugeriria uma virgula.
Comment	comment	Comment.	Delete this comment.	Comente.	Exclua esse comentário.
Commission	Commission				
Commissioner	commissioner				
Commonplace	commonplace				
Communion	communion				
Communist	communist	I'm a communist.	I'm not a communist.	Eu sou comunista.	Não sou comunista.
Community	community				
Company	company	I have company.	Tom kept me company.	Eu tenho companhia.	Tom me fez companhia.
Comparable	comparable				
Compartment	compartment				
Compartment	compartment				
Compass	compass	Where's the compass?	Where's the compass?	Onde está a bússola?	Onde está a bússola?
Compensation	compensation				
Competitive	competitive	Tom is competitive.	Are you competitive?	O Tomás é competitivo.	Você é competitivo?
Competitiveness	competitiveness				
Complaint	complaint				
Completely	completely	I agree completely.	I completely forgot.	Estou totalmente de acordo.	Eu esqueci completamente.
Completely	completely	I agree completely.	I completely forgot.	Estou totalmente de acordo.	Eu esqueci completamente.
Complex	complex	How complex?	The case is complex.	Quão complexo?	O caso é complexo.
Complicated	complicated	It's complicated.	This is complicated.	É complicado.	Isto é complicado.
Compliment	compliment	Tom complimented me.	Tom complimented me.	Tom me elogiou.	Tom me elogiou.
Composer	composer				
Composition	composition				
Compost	compost				
Compulsory	compulsory				
Computer	computer	I hate computers.	My computer is slow.	Odeio computadores.	Meu computador está lento.
Computing	computing				
Conceivable	conceivable				
Concentration	concentration				
Conception	conception				
Conditionner	conditionner				
Condolences	condolence	My condolences!	My condolences!	Meus pêsames!	Meus pêsames!
Condom	Condom	I need a condom.	The condom broke.	Eu preciso de uma camisinha.	A camisinha estourou.
Condor	condor				
Conference	conference				
Confident	Confident	Be confident.	Are you confident?	Seja confiante.	Você está confiante?
Confines	confine				
Confrontation	confrontation				
Confused	confuse	He confused us.	They were confused.	Ele nos confundiu.	Eles estavam confusos.
Congress	Congress				
Connection	connection				
Connexion	connexion				
Conquest	conquest				
Conscious	conscious	Tom's conscious.	Tom is conscious.	Tom está consciente.	Tom está consciente.
Conscription	conscription				
Consensus	consensus				
Consequence	Consequence				
Conservatoire	conservatoire				
Consist	consist				
Constantly	constantly				
Constellation	constellation				
Constitution	constitution				
Construction	construction				
Consulate	consulate				
Consumption	consumption				
Contagious	contagious	Is it contagious?	Is it contagious?	É contagioso?	É contagioso?
Contain	contain	May contain nuts.	It contains alcohol.	Pode conter nozes.	Isso contém álcool.
Contain	contain	May contain nuts.	It contains alcohol.	Pode conter nozes.	Isso contém álcool.
Container	container				
Contamination	contamination				
Contamination	contamination				
Contempt	contempt				
Contemptuous	contemptuous				
Content	content	Be content.	They seemed content.	Fique contente.	Eles pareciam contentes.
Continent	continent				
Continuous	continuous				
Continuous	continuous				
Continuously	continuously				
Contraception	contraception				
Contract	contract	Sign the contract.	We have a contract.	Assine o contrato.	Nós temos um contrato.
Contracted	contract	Sign the contract.	We have a contract.	Assine o contrato.	Nós temos um contrato.
Contrary	contrary				
Contribute	contribute	I contributed.	You're contributing.	Contribuí.	Tu estás contribuindo.
Controller	Controller				
Conversation	conversation				
Conversion	conversion				
Convinced	convince	I'm convinced.	You've convinced me.	Estou convencido.	Você me convenceu.
Convincing	convincing	I was convincing.	It was convincing.	Eu fui convincente.	Foi convincente.
Convincing	convincing	I was convincing.	It was convincing.	Eu fui convincente.	Foi convincente.
Cook	Cook	I'll cook.	What should we cook?	Cozinharei.	O que vamos fazer para comer?
Cook	Cook	I'll cook.	What should we cook?	Cozinharei.	O que vamos fazer para comer?
Cooked	cook	I'll cook.	What should we cook?	Cozinharei.	O que vamos fazer para comer?
Coop	coop				
Copier	copier				
Copper	copper	He melts copper.	He melts copper.	Ele funde cobre.	Ele funde cobre.
Copy	copy	That's a copy.	Do you have a copy?	Isso é uma cópia.	Você tem uma cópia?
Coral	coral				
Coriander	coriander				
Cork	cork	He removed the cork.	He removed the cork.	Ele removeu a rolha.	Ele removeu a rolha.
Cork-screw	Cork	He removed the cork.	He removed the cork.	Ele removeu a rolha.	Ele removeu a rolha.
Corn	corn	I like corn dogs.	Snow year, corn year	Eu gosto de salsicha empanada.	Ano com neve, ano com milho.
Corner	corner	Stop at the corner.	Stop at the corner.	Pare na esquina.	Pare na esquina.
Corporal	corporal				
Corpse	corpse				
Correction	correction				
Correspondence	correspondence				
Corrupt	corrupt	The file is corrupt.	They're all corrupt.	O arquivo está corrompido.	Eles são todos corruptos.
Corrupt	corrupt	The file is corrupt.	They're all corrupt.	O arquivo está corrompido.	Eles são todos corruptos.
Corruption	corruption				
Cortege	cortege				
Costs	cost	What'll it cost?	That costs how much?	Quanto vai custar?	Isso custa quanto?
Costume	costume	Nice costume.	I like your costume.	Belo terno.	Gosto do seu traje.
Cotton	cotton				
Couch	couch	Lie on the couch.	I sat on the couch.	Deite-se no sofá.	Sentei no sofá.
Couchette	Couchette				
Cough	cough	I coughed.	They were coughing.	Eu tossi.	Elas estavam tossindo.
Cough	cough	I coughed.	They were coughing.	Eu tossi.	Elas estavam tossindo.
Countryside	countryside				
County	county				
Court	court	Tom courted Mary.	Tom courted Mary.	O Tom cortejou a Mary.	O Tom cortejou a Mary.
Cousin	cousin	We're cousins.	They are my cousins.	Nós somos primos.	Eles são meus primos.
Cousin	cousin	We're cousins.	They are my cousins.	Nós somos primos.	Eles são meus primos.
Cover	cover	Take cover!	Cover it up, please.	Protejam-se!	Tampe isso, por favor.
Cover	cover	Take cover!	Cover it up, please.	Protejam-se!	Tampe isso, por favor.
Cow	cow	The cow ate.	It looks like a cow.	A vaca comeu.	Parece uma vaca.
Coward	coward	You coward!	You're all cowards.	Covarde!	Todos vocês são covardes.
Coyote	coyote	Is that a coyote?	Is that a coyote?	Aquilo é um coiote?	Aquilo é um coiote?
Crab	crab	What is a crab?	What is a crab?	Que é um caranguejo?	Que é um caranguejo?
Crack	crack	Ziri heard cracks.	The cup has a crack.	Ziri ouviu estalos.	A xícara tem uma racha.
Cradle	cradle				
Craft	craft				
Craftsman	craftsman				
Crane	crane	You assemble cranes.	Tom craned his neck.	Você monta guindastes.	Tom esticou o pescoço.
Crash	crash	Tom crashed.	Tom's plane crashed.	Tom sofreu um acidente.	O avião de Tom caiu.
Crazy	Crazy	Crazy!	Maybe they're crazy.	Doido!	Talvez estejam loucas.
Cream	cream	I love ice cream.	Tom loves ice cream.	Eu adoro sorvete.	Tom adora sorvete.
Creative	creative	Be creative.	I'm a creative guy.	Seja criativo.	Sou um cara criativo.
Credibility	credibility				
Credit	credit	I have good credit.	Cash or credit card?	Eu tenho o nome limpo.	Em dinheiro ou com cartão de crédito?
Cremation	cremation				
Crew	crew	They're a good crew.	They're a good crew.	Eles são uma boa tripulação.	Eles são uma boa tripulação.
Crew	crew	They're a good crew.	They're a good crew.	Eles são uma boa tripulação.	Eles são uma boa tripulação.
Cricket	cricket	Tom plays cricket.	Tom plays cricket.	Tom joga críquete.	Tom joga críquete.
Crime	crime	That's a crime.	Crime is increasing.	Aquilo é um crime.	O crime está aumentando.
Crime	crime	That's a crime.	Crime is increasing.	Aquilo é um crime.	O crime está aumentando.
Crispy	Crispy				
Criticism	criticism				
Crocodile	crocodile				
Crook	crook	Your tie is crooked.	Your tie is crooked.	Sua gravata está torta.	Sua gravata está torta.
Cross	cross	Cross the street.	He crossed his arms.	Atravesse a rua.	Ele cruzou os braços.
Crossroads	crossroad				
Crow	crow	Crows are black.	The rooster crowed.	Os corvos são pretos.	O galo cantou.
Crucifix	crucifix				
Cruel	Cruel	He's cruel.	The world is cruel.	Ele é cruel.	O mundo é cruel.
Cruelty	cruelty				
Crumb	Crumb				
Crust	crust				
Crustacean	Crustacean				
Cry	cry	I cried.	Sami made Layla cry.	Eu chorei.	Sami fez Laila chorar.
Crystal	crystal				
Cucumber	Cucumber				
Culture	culture	Tatoeba is culture.	Tatoeba is culture.	Tatoeba é cultura.	Tatoeba é cultura.
Cumin	cumin				
Cup	cup	The cup broke.	That isn't your cup.	O copo quebrou.	Essa não é a sua xícara.
Cupboard	cupboard				
Curfew	curfew	Is there a curfew?	Is there a curfew?	Há um toque de recolher?	Há um toque de recolher?
Curly	Curly	Tom has curly hair.	Tom's hair is curly.	Tom tem o cabelo encaracolado.	Tom tem cabelo encaracolado.
Currency	currency				
Current	current				
Curse	curse	It's a curse.	It's evil to curse.	Isso é uma maldição.	É mau xingar.
Cursed	curse	It's a curse.	It's evil to curse.	Isso é uma maldição.	É mau xingar.
Curtain	curtain	The curtain fell.	Close the curtains.	A cortina fechou.	Fechem as cortinas.
Curve	curve				
Customer	customer	I'm only a customer.	They need customers.	Eu sou só um cliente.	Eles precisam de clientes.
Customs	custom				
Cut	cut	Cut!	Cut it with a knife.	Corta!	Cortem-na com o auxílio de uma faca!
Cut	cut	Cut!	Cut it with a knife.	Corta!	Cortem-na com o auxílio de uma faca!
Cutlery	cutlery				
Cutlery	cutlery				
Cynical	cynical				
Cynicism	cynicism				
Daily	Daily				
Dam	Dam	I live near a dam.	I live near the dam.	Eu moro perto de uma represa.	Eu moro perto da barragem.
Dam	Dam	I live near a dam.	I live near the dam.	Eu moro perto de uma represa.	Eu moro perto da barragem.
Damage	damage	Is it damaged?	The damage was done.	Está danificado?	O dano foi feito.
Dance	dance	Dance!	I'll dance with Tom.	Dance.	Vou dançar com o Tom.
Dancer	dancer	We're able dancers.	Tom became a dancer.	Nós somos bons dançarinos.	Tom tornou-se bailarino.
Dancer	dancer	We're able dancers.	Tom became a dancer.	Nós somos bons dançarinos.	Tom tornou-se bailarino.
Dandruff	dandruff	I have dandruff.	I have dandruff.	Eu tenho caspa.	Eu tenho caspa.
Danger	danger	Danger, danger!	We're not in danger.	Perigo, perigo!	Nós não estamos em perigo.
Dangerous	dangerous	It's dangerous!	Drugs are dangerous.	É perigoso!	As drogas são perigosas.
Dark	dark	It was dark.	Tom was in the dark.	Estava escuro.	Tom estava no escuro.
Dark	dark	It was dark.	Tom was in the dark.	Estava escuro.	Tom estava no escuro.
Dark	dark	It was dark.	Tom was in the dark.	Estava escuro.	Tom estava no escuro.
Dark-skinned	dark	It was dark.	Tom was in the dark.	Estava escuro.	Tom estava no escuro.
Data	datum				
Date	date	It's a date.	He isn't dating her.	É um encontro.	Ele não está saindo com ela.
Daughter	daughter	My daughter grew.	My daughter grew up.	Minha filha cresceu.	Minha filha cresceu.
Dawn	dawn	It began to dawn.	We'll leave at dawn.	Começou a amanhecer.	Partiremos ao amanhecer.
Dawn	dawn	It began to dawn.	We'll leave at dawn.	Começou a amanhecer.	Partiremos ao amanhecer.
Day	day	Good day!	Today is lion's day.	Bom dia!	Hoje é o dia do leão.
Day	day	Good day!	Today is lion's day.	Bom dia!	Hoje é o dia do leão.
Day	day	Good day!	Today is lion's day.	Bom dia!	Hoje é o dia do leão.
Daylight	daylight				
De-industrialization	de				
Deadline	deadline				
Deaf	deaf	I'm deaf.	I'm blind, not deaf.	Sou surdo.	Sou cega, não surda.
Dealer	dealer	He's a drug dealer.	He's a drug dealer.	Ele é traficante.	Ele é traficante.
Dealer	dealer	He's a drug dealer.	He's a drug dealer.	Ele é traficante.	Ele é traficante.
Death	death	Death is scary.	I'm scared to death.	A morte é assustadora.	Estou morrendo de medo.
Debit	debit				
Debt	debt	We're in debt.	A promise is a debt.	Estamos em dívida.	Promessa é dívida.
Decade	decade				
Decade	decade				
Deceive	deceive	Looks deceive.	Don't deceive Tom.	As aparências enganam.	Não engane Tom.
December	December				
Decision	decision	Make a decision.	Tom made a decision.	Tome uma decisão.	Tom tomou uma decisão.
Decontamination	decontamination				
Decrease	decrease				
Decrease	decrease				
Deep	deep	How deep?	He gave a deep sigh.	Quão fundo?	Ele suspirou profundamente.
Deep	deep	How deep?	He gave a deep sigh.	Quão fundo?	Ele suspirou profundamente.
Deer	deer	We hit a deer.	I cooked deer meat.	Atropelamos um cervo.	Cozinhei carne de veado.
Defeaning	defeaning				
Defeat	defeat	He was defeated.	You've defeated Tom.	Ele foi derrotado.	Vocês derrotaram o Tom.
Defend	defend	Defend yourself.	Stop defending Tom.	Defenda-se.	Pare de defender Tom.
Defender	Defender				
Deficiency	deficiency				
Definitely	definitely	Definitely!	Definitely!	Com certeza!	Com certeza!
Definition	definition				
Deforestation	deforestation				
Degree	degree	I have a law degree.	I have a law degree.	Sou formado em Direito.	Sou formado em Direito.
Deity	deity				
Delay	delay	What a delay!	Sorry for the delay.	Que demora!	Me desculpe pelo atraso.
Delete	delete	Delete that picture.	Delete this comment.	Apaga essa foto.	Exclua esse comentário.
Delicious	Delicious	Delicious.	The pie's delicious.	Delicioso.	A torta está deliciosa.
Delinquency	delinquency				
Delivery	delivery				
Delivery	delivery				
Democracy	democracy				
Demon	demon				
Demonstartor	demonstartor				
Demonstration	demonstration				
Demonstration	demonstration				
Demonstration	demonstration				
Density	density				
Density	density				
Dented	dent	Tom dented his car.	Tom dented his car.	Tom amassou o carro.	Tom amassou o carro.
Dentist	Dentist	Tom is a dentist.	I'm Tom's dentist.	Tom é dentista.	Sou o dentista de Tom.
Departure	departure				
Deposit	deposit				
Deposit	deposit				
Depression	depression				
Depth	depth				
Deputy	deputy				
Descend	descend				
Describe	describe	Describe Tom.	Tom described Mary.	Descreva o Tom.	Tom descreveu Mary.
Description	description				
Desert	desert	This is a desert.	I hate the desert.	Isto é um deserto.	Eu detesto o deserto.
Desert	desert	This is a desert.	I hate the desert.	Isto é um deserto.	Eu detesto o deserto.
Deserter	deserter				
Desertification	desertification				
Desertion	desertion				
Design	design	He designed the car.	Did you design this?	Ele projetou o carro.	Foi você que desenhou isso?
Desire	desire	I lost the desire.	What do you desire?	Eu perdi a vontade.	Que deseja a senhora?
Desire	desire	I lost the desire.	What do you desire?	Eu perdi a vontade.	Que deseja a senhora?
Desire	desire	I lost the desire.	What do you desire?	Eu perdi a vontade.	Que deseja a senhora?
Desk	desk	This is a desk.	Put that on my desk.	Esta é uma carteira.	Coloque isso na minha escrivaninha.
Desperate	desperate	I'm desperate.	Tom got desperate.	Estou desesperado.	Tom ficou desesperado.
Desperate	desperate	I'm desperate.	Tom got desperate.	Estou desesperado.	Tom ficou desesperado.
Despite	despite				
Despite	despite				
Dessert	dessert	I love dessert.	Do you want dessert?	Eu adoro sobremesa.	Vocês querem sobremesa?
Destination	destination				
Destiny	destiny	What is destiny?	Do not defy destiny.	Que é o destino?	Não desafie o destino.
Destruction	destruction				
Detail	detail	It's a detail.	I need more details.	É um detalhe.	Eu preciso de mais detalhes.
Detail	detail	It's a detail.	I need more details.	É um detalhe.	Eu preciso de mais detalhes.
Detective	detective	I'm a detective.	Tom is a detective.	Sou um detetive.	Tom é detetive.
Detective	detective	I'm a detective.	Tom is a detective.	Sou um detetive.	Tom é detetive.
Determination	determination				
Determined	determine	Tom is determined.	Tom is determined.	Tom é determinado.	Tom é determinado.
Determined	determine	Tom is determined.	Tom is determined.	Tom é determinado.	Tom é determinado.
Devil	devil	Devil!	Speak of the devil.	Diabo!	Falando no diabo...
Dew	dew				
Diabetes	diabetes				
Diagram	Diagram				
Dialect	dialect				
Diamond	diamond				
Diarrhea	diarrhea	I have diarrhea.	I've got diarrhea.	Estou com diarreia.	Estou com diarreia.
Dice	dice	Throw the dice.	Tom rolled the dice.	Jogue os dados.	Tom rolou os dados.
Dictation	dictation				
Dictator	dictator	I'm a dictator.	I'm not a dictator.	Sou um ditador.	Eu não sou um ditador.
Dictatorship	dictatorship				
Diesel	diesel				
Diet	diet	I'm dieting.	Diet is important.	Estou de dieta.	A dieta é importante.
Diet	diet	I'm dieting.	Diet is important.	Estou de dieta.	A dieta é importante.
Difference	difference				
Different	different	I'm different.	You're no different.	Sou diferente.	Vocês não são diferentes.
Difficulty	difficulty				
Digital	Digital				
Dilapidated	dilapidate				
Dilution	dilution				
Dimension	dimension				
Dinner	dinner	When's dinner?	Is dinner ready yet?	Quando é o jantar?	O jantar já está pronto?
Dinosaur	dinosaur				
Diplomacy	diplomacy				
Diplomat	diplomat	Tom was a diplomat.	Tom was a diplomat.	Tom era um diplomata.	Tom era um diplomata.
Director	director	I became a director.	I became a director.	Eu me tornei diretor.	Eu me tornei diretor.
Director	director	I became a director.	I became a director.	Eu me tornei diretor.	Eu me tornei diretor.
Dirty	dirty	Is it dirty?	Is that table dirty?	Isso está sujo?	Aquela mesa está suja?
Disabled	disabled	He's disabled.	He's disabled.	Ele é uma pessoa com deficiência.	Ele é uma pessoa com deficiência.
Disadvantage	disadvantage				
Disadvantageous	disadvantageous				
Disappearance	disappearance				
Disappointment	disappointment				
Discipline	discipline				
Disciplined	discipline				
Discount	discount	I want a discount.	I want a discount.	Eu quero um desconto.	Eu quero um desconto.
Discount	discount	I want a discount.	I want a discount.	Eu quero um desconto.	Eu quero um desconto.
Discourage	discourage	I was discouraged.	Tom is discouraged.	Eu estava desanimado.	Tom está desanimado.
Discover	discover				
Discovery	discovery				
Disgust	disgust	It disgusts me.	Spiders disgust me.	Isso me enoja.	As aranhas repugnam-me.
Disgusting	disgusting	Disgusting!	Don't be disgusting.	Nojento!	Não seja nojenta.
Dish	dish	I'll wash dishes.	I washed the dishes.	Vou lavar os pratos.	Eu lavei os pratos.
Dish	dish	I'll wash dishes.	I washed the dishes.	Vou lavar os pratos.	Eu lavei os pratos.
Dishonest	dishonest	She is dishonest.	I wasn't dishonest.	Ela é desleal.	Não fui disonesto.
Dishonesty	dishonesty				
Dishwasher	dishwasher	Tom is a dishwasher.	Tom is a dishwasher.	Tom é lavador de pratos.	Tom é lavador de pratos.
Disinfectant	disinfectant				
Dismiss	dismiss	You're dismissed.	You're dismissed.	Você está despedido.	Você está despedido.
Disobedient	disobedient				
Displeased	displeased				
Disrespectful	disrespectful				
Distillation	distillation				
Diver	diver	I'm a cave diver.	Tom is a good diver.	Sou mergulhador de cavernas.	Tom é um bom mergulhador.
Diversity	diversity				
Divorce	divorce	I am divorced.	I'm divorcing Sami.	Sou divorciado.	Vou divorciar-me do Sami.
Divorce	divorce	I am divorced.	I'm divorcing Sami.	Sou divorciado.	Vou divorciar-me do Sami.
Divorced	divorce	I am divorced.	I'm divorcing Sami.	Sou divorciado.	Vou divorciar-me do Sami.
Do	do	Done.	Did you ever see it?	Feito.	Você já viu isso?
Do	do	Done.	Did you ever see it?	Feito.	Você já viu isso?
Dock	dock				
Doctor	doctor	I'm a doctor.	I'm at the doctor's.	Eu sou médico.	Estou no médico.
Doctor	doctor	I'm a doctor.	I'm at the doctor's.	Eu sou médico.	Estou no médico.
Doctrine	doctrine				
Doe	doe				
Dog	dog	Good dog!	I want all the dogs.	Bom cachorro!	Quero todos os cães.
Doll	doll	It's a doll.	She gave me a doll.	É uma boneca.	Ela me deu uma boneca.
Dolphin	dolphin				
Domestic	domestic				
Dominate	dominate				
Donkey	donkey				
Donut	donut	I ate a donut.	I'm eating a donut.	Eu comi uma rosquinha.	Estou comendo uma rosquinha.
Doormat	doormat				
Doorway	doorway				
Doping	doping				
Dormitory	dormitory				
Double	double	I see double.	I see double.	Estou vendo dobrado.	Estou vendo dobrado.
Doubt	doubt	No doubt.	No one doubted that.	Sem dúvida.	Ninguém duvidou disso.
Doubt	doubt	No doubt.	No one doubted that.	Sem dúvida.	Ninguém duvidou disso.
Dozen	dozen				
Dragon	dragon	It's a dragon.	Tom slew the dragon.	É um dragão.	Tom matou o dragão.
Dragonfly	dragonfly				
Drainboard	drainboard				
Drastic	drastic				
Draw	draw	Who drew it?	I can't draw at all.	Quem desenhou?	Eu não consigo desenhar de jeito nenhum.
Draw	draw	Who drew it?	I can't draw at all.	Quem desenhou?	Eu não consigo desenhar de jeito nenhum.
Drawer	drawer	Close the drawer.	I opened the drawer.	Feche a gaveta.	Eu abri a gaveta.
Drawing	drawing	I like this drawing.	I like this drawing.	Eu gosto deste desenho.	Eu gosto deste desenho.
Dreadful	dreadful				
Dream	dream	They dream.	Achieve your dreams.	Eles sonham.	Alcance os teus sonhos.
Dress	dress	Dress up!	Whose dress is this?	Põe-te fino!	De quem é este vestido?
Drill	drill	This isn't a drill.	This is not a drill.	Isto não é uma furadeira.	Isto não é uma broca.
Drilling	drilling				
Drink	drink	Tom drinks.	The cats drink milk.	Tom bebe.	Os gatos bebem leite.
Driver	driver	He is our driver.	I am a truck driver.	Ele é o nosso motorista.	Eu sou motorista de caminhão.
Driver	driver	He is our driver.	I am a truck driver.	Ele é o nosso motorista.	Eu sou motorista de caminhão.
Drizzle	drizzle				
Dromedary	dromedary				
Drop	drop	Drop it!	Don't drop this cup.	Solte-o!	Não deixe esta xícara cair.
Drop	drop	Drop it!	Don't drop this cup.	Solte-o!	Não deixe esta xícara cair.
Drought	drought				
Drug	drug	I was drugged.	No drugs were found.	Eu estava drogado.	Não foram encontradas drogas.
Drugs	drug	I was drugged.	No drugs were found.	Eu estava drogado.	Não foram encontradas drogas.
Drum	drum	This is a drum.	Tom plays the drums.	Isto é um tambor.	Tom toca bateria.
Drums	drum	This is a drum.	Tom plays the drums.	Isto é um tambor.	Tom toca bateria.
Drunk	drunk	I'm drunk.	Sami was very drunk.	Estou bêbado.	Sami estava muito bêbado.
Drunkard	drunkard				
Duck	duck	Duck!	The duck is a bird.	Abaixa!	O pato é uma ave.
Duckling	duckle				
Dull	dull	The knife is dull.	This knife is dull.	A faca está desamolada.	Esta faca está cega.
Dull	dull	The knife is dull.	This knife is dull.	A faca está desamolada.	Esta faca está cega.
Dullness	dullness				
Dune	dune				
Dungeon	Dungeon				
During	during				
Dust	dust	It's dry as dust.	It's dry as dust.	Está seco como pó.	Está seco como pó.
Duty	duty	Duty calls.	I only did my duty.	O dever me chama.	Só fiz a minha obrigação.
Duvet	duvet				
Dwarf	dwarf				
Dye	Dye	Tom dyes his hair.	I don't dye my hair.	Tom tinge o cabelo.	Eu não tinjo o cabelo.
Dyke	dyke				
Dynamite	dynamite				
Dynasty	dynasty				
Dysentery	dysentery				
ER	er				
Each	each	He has each one.	You love each other!	Ele há cada uma!	Vocês se amam!
Eagle	eagle	He's no eagle.	The eagle flew away.	Ele não é águia.	A águia voou embora.
Ear	ear	I'm all ears.	My ears feel stuffy.	Sou todo ouvidos.	Meus ouvidos parecem estar abafados.
Eardrum	Eardrum				
Earlier	early	I'm early.	Even Tom left early.	Estou adiantado.	Mesmo Tom partiu cedo.
Earphone	earphone				
Earrings	earring	I lost an earring.	I lost an earring.	Eu perdi um brinco.	Eu perdi um brinco.
Earth	earth	Salt the earth.	What a weird earth!	Salgue a terra.	Que terra estranha!
Earth-worm	earth	Salt the earth.	What a weird earth!	Salgue a terra.	Que terra estranha!
Earthquake	earthquake				
Earthquake	earthquake				
Easily	easily	I cry easily.	She answered easily.	Eu choro facilmente.	Ela respondeu facilmente.
East	east	My room faces east.	My room faces east.	Meu quarto fica virado para o leste.	Meu quarto fica virado para o leste.
Easter	Easter	Happy Easter!	Happy Easter!	Feliz Páscoa!	Feliz Páscoa.
Easy	easy	It's easy.	You'll find it easy.	É fácil.	Você vai achar fácil.
Eat	eat	Eat!	How much do you eat?	Coma!	Quanto você come?
Eatable	eatable				
Eclipse	eclipse				
Ecologist	Ecologist				
Ecologist	Ecologist				
Ecology	ecology				
Ecology	ecology				
Economic	economic				
Economist	economist				
Economy	economy	The economy is bad.	The economy is bad.	A economia está ruim.	A economia está ruim.
Ecosystem	ecosystem				
Ecuador	ecuador	I am from Ecuador.	I am from Ecuador.	Eu sou do Equador.	Eu sou do Equador.
Edge	edge				
Edible	edible	Is this edible?	Are these edible?	Isto é comestível?	Isto é comestível?
Editing	editing				
Edition	edition				
Education	education				
Eel	eel	Ibrahim likes eel.	Ibrahim likes eel.	Ibrahim gosta de enguia.	Ibrahim gosta de enguia.
Effective	effective	It's very effective.	It's very effective.	É muito eficaz.	Isso é muito eficaz.
Effeminate	effeminate				
Efficiency	efficiency				
Efficient	efficient	I'm efficient.	You're so efficient.	Eu sou eficiente.	Vocês são muito eficientes.
Efficiently	efficiently				
Effort	effort	Make an effort.	The effort paid off.	Faça um esforço.	O esforço valeu a pena.
Egalitarian	egalitarian				
Egg	egg	Boil one egg.	The eggs are broken.	Cozinhe um ovo.	Os ovos estão quebrados.
Eggplant	eggplant	I love eggplant.	I love eggplant.	Eu adoro berinjela.	Eu adoro berinjela.
Eight	eight	He is eight.	Wake me up at eight.	Ele tem oito anos.	Me acorda às oito.
